Number,Created,Domain,Description,short_description,cleaned_short_description,Impact,change_request,Incidents,Subgroups
INCB8089576,2022-01-28 10:52:43,MT,fhl-xa04 - win_service_wmi_3x4 - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),fhl-xa04 - win_service_wmi_3x4 - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),fhl xa04 win service wmi x4 critical microsoft edge update service edgeupdate edgeupdate,3 - Medium,Yes,Capacity Incidents,FHL Service
INCB8097203,2022-01-30 06:01:47,CU,"Application
ServiceNow
Access/Connectivity
When using project management application in ServiceNow, users are getting ""Permission Denied"" error. A fix was developed in DEV. Can you please run it through SDLC and move the fix (update set: KG - Project Planning Console Indent Error Fix) to Production? More details are below.
ISSUE:
Planning console is part of project workspace that project managers use to establish a project plan. One of the features in the console is the ability to indent/unindent the project tasks, similar to how it's done in Microsoft Project software, to move the tasks in the plan.
However, in c/MT instance, when project managers are trying to use the feature, they are getting 'Permission Denied"" error.

ROOT CAUSE:
Indenting/Unindenting the tasks will update the parent field on project task with the relevant task number. However, this field is made ""Read Only"" in c/MT environment for a reason that I don't know. It means that the users can't build child/parent relationships using ""Parent"" field for any type of tasks.

FIX:
An override has been added for ""Parent"" field on pm_project_task field to make it read/write. It enables the users to move the project tasks under different parent tasks.
Update Set: KG - Project Planning Console Indent Error Fix","Application
ServiceNow
Access/Connectivity
When using project management application in ServiceNow, users are getting ""Permission Denied"" error. A fix was developed in DEV. Can you please run it through SDLC and move the fix (update set: KG - Project Planning Console Indent Error Fix) to Production? More details are below.
ISSUE:
Planning console is part of project workspace that project managers use to establish a project plan. One of the features in the console is the ability to indent/unindent the project tasks, similar to how it's done in Microsoft Project software, to move the tasks in the plan.
However, in c/MT instance, when project managers are trying to use the feature, they are getting 'Permission Denied"" error.

ROOT CAUSE:
Indenting/Unindenting the tasks will update the parent field on project task with the relevant task number. However, this field is made ""Read Only"" in c/MT environment for a reason that I don't know. It means that the users can't build child/parent relationships using ""Parent"" field for any type of tasks.

FIX:
An override has been added for ""Parent"" field on pm_project_task field to make it read/write. It enables the users to move the project tasks under different parent tasks.
Update Set: KG - Project Planning Console Indent Error Fix",application servicenow access connectivity using project management application servicenow users getting permission denied error. fix developed dev. run sdlc move fix update set kg project planning console indent error fix production details below. issue planning console part project workspace project managers use establish project plan. one features console ability indent unindent project tasks similar done microsoft project software move tasks plan. however c mt instance project managers trying use feature getting permission denied error. root cause indenting unindenting tasks update parent field project task relevant task number. however field made read c mt environment reason know. means users build child parent relationships using parent field type tasks. fix override added parent field pm project task field make read write. enables users move project tasks parent tasks. update set kg project planning console indent error fix,3 - Medium,Yes,Capacity Incidents,Access Issues
INCB8101335,2022-01-31 20:46:41,MT,"Affected User Name: 
Affected User Email: 
Affected User Phone: 
 This issue is stopping production from running.
We need to have the \\MKTMP1APP05 server rebooted. 
The GMS production assurance group needs this server rebooted due to hung up reference files that we need released for an update.","Affected User Name: 
Affected User Email: 
Affected User Phone: 
 This issue is stopping production from running.
We need to have the \\MKTMP1APP05 server rebooted. 
The GMS production assurance group needs this server rebooted due to hung up reference files that we need released for an update.",issue stopping production running. need mktmp1app05 server rebooted. gms production assurance group needs server rebooted due hung reference files need released update.,2 - High,Yes,Capacity Incidents,MKTM Service
INCB8136605,2022-02-05 19:02:28,MT,awtmprcosec03 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),awtmprcosec03 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),awtmprcosec03 win service wmi critical microsoft edge update service edgeupdate edgeupdate,3 - Medium,Yes,Capacity Incidents,AWTM Service
INCB8138348,2022-02-07 10:42:23,MT,mktmprumfjmp01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),mktmprumfjmp01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),mktmprumfjmp01 win service wmi critical microsoft edge update service edgeupdate edgeupdate,3 - Medium,Yes,Capacity Incidents,MKTM Service
INCB8141359,2022-02-07 22:25:47,MT,"Affected User Name: Teyana D. Morris
Affected User Email: TDMORRIS@ailife.com
Affected User Phone: 
 Her outlook keeps trying to update the inboxes that she has. she's able to work in the inboxes, but it takes a long time to refresh her folder in there. Can space be added or something? I know my outlook was having the same issues & Nathan was able to fix it","Affected User Name: Teyana D. Morris
Affected User Email:  
Affected User Phone: 
 Her outlook keeps trying to update the inboxes that she has. she's able to work in the inboxes, but it takes a long time to refresh her folder in there. Can space be added or something? I know my outlook was having the same issues & Nathan was able to fix it",teyana d. morris outlook keeps trying update inboxes has. able work inboxes takes long time refresh there. space added something know outlook issues nathan able fix,3 - Medium,Yes,Capacity Incidents,Access Issues
INCB8146164,2022-02-08 21:54:36,CU,"From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:53 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA Chat Summary, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA Chat Summary, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,


Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA Chat Summary, token expired, don´t update information",pbi isa chat summary token expired update information,3 - Medium,Yes,Capacity Incidents,Report Issues
INCB8146283,2022-02-08 22:15:52,CU,"From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:45 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA CSAT Report New, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA CSAT Report New, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,


Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA CSAT Report New, token expired, don´t update information",pbi isa csat report new token expired update information,3 - Medium,Yes,Capacity Incidents,Report Issues
INCB8146297,2022-02-08 22:19:53,CU,"From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:37 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA Incident MTTR New, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA Incident MTTR New, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,


Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA Incident MTTR New, token expired, don´t update information",pbi isa incident mttr new token expired update information,3 - Medium,Yes,Capacity Incidents,Token Issues
INCB8146316,2022-02-08 22:23:35,CU,"From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:17 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA Sla Summary Report Exclusion Tickets, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA Sla Summary Report Exclusion Tickets, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,


Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA Sla Summary Report Exclusion Tickets, token expired, don´t update information",pbi isa sla summary report exclusion tickets token expired update information,3 - Medium,Yes,Capacity Incidents,Report Issues
INCB8146932,2022-02-09 00:40:14,CU,"From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:24 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA Request MTTR New, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA Request MTTR New, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,

Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA Request MTTR New, token expired, don´t update information",pbi isa request mttr new token expired update information,3 - Medium,Yes,Capacity Incidents,Token Issues
INCB8146954,2022-02-09 00:45:14,CU,"

From: Paula, Claudio 
Sent: Tuesday, February 8, 2022 7:27 PM
To: ~NAEC Helpdesk <NAECHelpdesk@abc.com>
Subject: PBI ISA Problem Manager Report, token expired, don´t update information

Hello Team,

Could you please raise an Incident for:

Brief Description of the case: PBI ISA Problem Manager Report, token expired, don´t update information

Requestor: Barreto, Rodrigo Menna <Rodrigo.M.Barreto@br.abc.com>>
Ticket Type: INCIDENT
Company: ISA
Assignee: Claudio Paula -> Reporting LAC

Regards,


Claudio de Paula | Client Services / Support |Global Rptg US&C & LAC |  ITIL V3   OSA  |  Enterprise Solutions
 

 

"," PBI ISA Problem Manager Report, token expired, don´t update information",pbi isa problem manager report token expired update information,3 - Medium,Yes,Capacity Incidents,Report Issues
INCB8154743,2022-02-10 21:49:14,MT,"Affected User Name: 
Affected User Email: 
Affected User Phone: 
 I had a Firmware Update and my mic stopped working. Need mic to do calls and go on meetings on a daily basis.","Affected User Name: 
Affected User Email: 
Affected User Phone: 
 I had a Firmware Update and my mic stopped working. Need mic to do calls and go on meetings on a daily basis.",firmware update mic stopped working. need mic calls go meetings daily basis.,3 - Medium,Yes,Capacity Incidents,Access Issues
INCB8156890,2022-02-11 07:59:46,CU,"We are unable to connect to OS2200 consoles please update us on the same
","We are unable to connect to OS consoles please update us on the same
",unable connect os consoles update us,2 - High,Yes,Capacity Incidents,Access Issues
INCB8164727,2022-02-12 15:46:07,MT,mktmprumfjmp01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),mktmprumfjmp01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),mktmprumfjmp01 win service wmi critical microsoft edge update service edgeupdate edgeupdate,3 - Medium,Yes,Capacity Incidents,MKTM Service
INCB8167801,2022-02-14 17:35:03,MT,awtmdevaapweb01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),awtmdevaapweb01 - win_service_wmi - CRITICAL - Microsoft Edge Update Service (edgeupdate) (edgeupdate),awtmdevaapweb01 win service wmi critical microsoft edge update service edgeupdate edgeupdate,3 - Medium,Yes,Capacity Incidents,AWTM Service
INCB8170046,2022-02-15 00:50:50,BE,please check the writer status for the server axean711.aips.local and update ,please check the writer status for the server axean711.aips.local and update ,check writer status server axean711.aips.local update,3 - Medium,Yes,Capacity Incidents,Amex
INCB8184808,2022-02-17 16:38:37,MT,"GMS : Backup Failure 


We see that backup for the below mentioned VM are failing as the VM are in disconnected State with the host : gmstmnvmh03.tmk.ent.lc . Please check and update. 

OK2TORCBUS01
OKTCPRDC05
O2TCP1ESX01
O2TCP1PRI01
O2TCP1APP03
o2tcp1rds05
O2TCP1SECAPP21
O2TMP1DC01

","GMS : Backup Failure 


We see that backup for the below mentioned VM are failing as the VM are in disconnected State with the host : gmstmnvmh03.tmk.ent.lc . Please check and update. 

OK2TORCBUS01
OKTCPRDC05
O2TCP1ESX01
O2TCP1PRI01
O2TCP1APP03
o2tcp1rds05
O2TCP1SECAPP21
O2TMP1DC01

",gms backup failure see backup mentioned vm failing vm disconnected state host gmstmnvmh03.tmk.ent.lc . check update. ok2torcbus01 oktcprdc05 o2tcp1esx01 o2tcp1pri01 o2tcp1app03 o2tcp1rds05 o2tcp1secapp21 o2tmp1dc01,3 - Medium,Yes,Capacity Incidents,Access Issues
INCB8188045,2022-02-18 09:30:17,CU,"

From: ~Global Major Incident Management 
Sent: Friday, February 18, 2022 9:13 AM
To: Sajjan, Devaraj <Devaraj.Sajjan@abc.com>; Kadapa, Satya <Satya.Kadapa@abc.com>; L3_SERVICES_TEAM@Dell.com; AMS-IM2_Services_Support_Global@Dell.com; APEnterpriseCommandCenter@Dell.com; Bijoy_V_P@Dell.com; Cheng_Feen_Ong@Dell.com; V, Edwin <Edwin_V@dell.com>; ~NAEC Helpdesk <NAECHelpdesk@abc.com>; EMEA_ECC_Escalation2@Dell.com; Jayson_Chan@Dell.com; Jorge_A_Rodriguez@Dell.com; Jorge_J_Moreno@Dell.com; Joseph_C_jackson@dell.com; Julian_BC_Tan@Dell.com; Julie_Sowers@dell.com; Looi.sua.lee@Dell.Com; M.Lim@Dell.Com; Mun_Hon_Leong@Dell.com; Pamela.Dobias@dell.com; Robert_Tavernier@Dell.com; Rosy_Llamas@dell.com; servicedesk@b2bsupport.dell.com; SHAN_CHEN_LIM@Dell.com; Som_Nyeeng_Ai_Ting@Dell.com; Stefan_Simon@dell.com; GIM.APJ.Scheduled.Maintenance <gim.apj.scheduled.maintenance@dell.com>; Cheah, Tan Theng (Tammie) <Tan.Theng.Cheah@dell.com>; Ted_Peterson@Dell.com; Jeff.Griffith@dell.com; Paul.Jacques@dell.com; A ka, Nattaya TPC <Nattaya.Aka@th.abc.com>; thanat.k@issres.com; John K. Clarke <john@issres.com>; ACC_Services-CTI_Support@Dell.com; gim.amer.scheduled.maintenance@dell.com
Cc: *Notifyabc <Notifyabc2@abc.com>; *EserveAppInfra <EserveAppInfra@abc.com>; *MCA eServe Support <ECPAPSeServeB2BPTS@abc.com>; *Message-Bus-Integration-India <Message-Bus-Integration-India@abc.com>; ~Global Major Incident Management <IncidentMgmt@abc.com>
Subject: RE: P1 | abc | INC0274795 | Initial & Update 1 | abc Owned | Global | Multiple applications are reporting connectivity issues to Eagan Server Farm

++NAEC Team,

NAEC helpdesk Team,

Please create a P2 incident for Dell 

Issue desc: Connectivity issues to Eagan Server 

Impact: Unable to process Dell Transactions due to issues in SRMS with backlog on B2B transactions


Regards,
Roshin Annamma Jacob | Major Incident Manager| SMO India
Email : roshin.jacob@in.abc.com
abc India | RGA Tech Park | 3/1, Sarjapur Main Road, Carmelaram, Chikkakannalli, Bangalore 560035, India.
 

From: Sajjan, Devaraj 
Sent: Thursday, February 17, 2022 9:07 PM
To: Kadapa, Satya <Satya.Kadapa@abc.com>; L3_SERVICES_TEAM@Dell.com; AMS-IM2_Services_Support_Global@Dell.com; APEnterpriseCommandCenter@Dell.com; Bijoy_V_P@Dell.com; Cheng_Feen_Ong@Dell.com; V, Edwin <Edwin_V@dell.com>; EMEA_ECC_Escalation2@Dell.com; Jayson_Chan@Dell.com; Jorge_A_Rodriguez@Dell.com; Jorge_J_Moreno@Dell.com; Joseph_C_jackson@dell.com; Julian_BC_Tan@Dell.com; Julie_Sowers@dell.com; Looi.sua.lee@Dell.Com; M.Lim@Dell.Com; Mun_Hon_Leong@Dell.com; Pamela.Dobias@dell.com; Robert_Tavernier@Dell.com; Rosy_Llamas@dell.com; servicedesk@b2bsupport.dell.com; SHAN_CHEN_LIM@Dell.com; Som_Nyeeng_Ai_Ting@Dell.com; Stefan_Simon@dell.com; GIM.APJ.Scheduled.Maintenance <gim.apj.scheduled.maintenance@dell.com>; Cheah, Tan Theng (Tammie) <Tan.Theng.Cheah@dell.com>; Ted_Peterson@Dell.com; Jeff.Griffith@dell.com; Paul.Jacques@dell.com; A ka, Nattaya TPC <Nattaya.Aka@th.abc.com>; thanat.k@issres.com; John K. Clarke <john@issres.com>; ACC_Services-CTI_Support@Dell.com; gim.amer.scheduled.maintenance@dell.com
Cc: *Notifyabc <Notifyabc2@abc.com>; *EserveAppInfra <EserveAppInfra@abc.com>; *MCA eServe Support <ECPAPSeServeB2BPTS@abc.com>; *Message-Bus-Integration-India <Message-Bus-Integration-India@abc.com>; ~Global Major Incident Management <IncidentMgmt@abc.com>
Subject: P1 | abc | INC0274795 | Initial & Update 1 | abc Owned | Global | Multiple applications are reporting connectivity issues to Eagan Server Farm

Hi Team,

We have a network issue on our side which is impacting acknowledgements.

We are working with abc Major Incident Management Team and Technical Teams are engaged and working on the issue.

Regards,
Devaraj

", RE: P1 | abc | INC  | Initial & Update 1 | abc Owned | Global | Multiple applications are reporting connectivity issues to Eagan Server Farm,p1 abc inc initial update abc owned global multiple applications reporting connectivity issues eagan server farm,2 - High,Yes,Capacity Incidents,Amex
